pre_participant_id,Pre_Survey_Pre_Survey_Nr,Pre_Survey_StartDate,Pre_Survey_EndDate,Pre_Survey_Status,Pre_Survey_Progress,Pre_Survey_Duration,Pre_Survey_Finished,Pre_Survey_RecordedDate,Pre_Survey_DistributionChannel,Pre_Survey_UserLanguage,Pre_Survey_Q_RecaptchaScore,Pre_Survey_Q1,Pre_Survey_Q2,Pre_Survey_Q2_TEXT,Pre_Survey_Q3,Pre_Survey_Q4_1,Pre_Survey_Q4_1_TEXT,Pre_Survey_Q4_2,Pre_Survey_Q4_3,Pre_Survey_Q4_3_TEXT,Pre_Survey_Q6,Pre_Survey_Q7,Pre_Survey_Q7_TEXT,Pre_Survey_Q8,Pre_Survey_Q8_score,Pre_Survey_Q9,Pre_Survey_Q9_TEXT,Pre_Survey_Q10,Pre_Survey_Q11,Pre_Survey_Q11_TEXT,Pre_Survey_Q12,Pre_Survey_Q12_TEXT,Pre_Survey_Q13_1,Pre_Survey_Q13_1_score,Pre_Survey_Q13_2,Pre_Survey_Q13_2_score,Pre_Survey_Q13_3,Pre_Survey_Q13_3_score,Pre_Survey_Q13_4,Pre_Survey_Q13_4_score,Pre_Survey_Q13_5,Pre_Survey_Q13_5_score,Pre_Survey_Q13_6,Pre_Survey_Q13_6_score,Pre_Survey_Q14,Pre_Survey_Q14_TEXT,Pre_Survey_Q15,Pre_Survey_Q15_TEXT,Pre_Survey_Q16,Pre_Survey_Q16_score,Pre_Survey_Q17,Pre_Survey_Q17_TEXT,Pre_Survey_Q18,Pre_Survey_Q18_score,Pre_Survey_Q19,Pre_Survey_Q19_TEXT,Pre_Survey_Q20,Pre_Survey_Q20_TEXT,Pre_Survey_Q21_1,Pre_Survey_Q21_1_score,Pre_Survey_Q21_2,Pre_Survey_Q21_2_score,Pre_Survey_Q21_3,Pre_Survey_Q21_3_score,Pre_Survey_Q21_4,Pre_Survey_Q21_4_score,Pre_Survey_Q21_5,Pre_Survey_Q21_5_score,Pre_Survey_Q22,Pre_Survey_Q23,Pre_Survey_Q23_TEXT,Pre_Survey_Q24,Pre_Survey_Q25,Pre_Survey_Q26,Pre_Survey_Q27,Pre_Survey_Q28,Pre_Survey_Q29,Pre_Survey_Q30,finished_clean,followup_opt_in
PRE00082,1,26.03.26 20:52,26.03.26 21:00,IP Address,100,512,True,26.03.26 21:00,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Creating diagrams or schematics",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Programming help (generation or explanation);Decision support / advice,NA,More than 2 years,Monthly,NA,NA,NA,ChatGPT (image generation);Midjourney;DALLáE;Leonardo / Playground / similar tools;Nano Banana,NA,"Yes, subscription-based",Personal use / hobby;Creative projects (art/design);Ideation / brainstorming,NA,"Logos / icons / illustrations;Style experiments (e.g., Òin the style ofÉÓ);Scenes / storyboards /scenerios",NA,High priority,6,High priority,6,Essential priority,7,High priority,6,Essential priority,7,Moderate priority,5,Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts;A combination of the above",NA,Strongly agree,7,"Artistic or style references;Composition (e.g., perspective, framing);Materials / textures;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included)",NA,Very easy,2,2-3,NA,As a tool;As a co-author / collaborator,NA,Strongly agree,7,Agree,6,Strongly agree,7,Disagree,2,Agree,6,90,Joint discussion of goals and criteria,NA,Birthday card,Birthday card,"Creating image for a website for a customer, but that was ~2 years ago",That it is so easy to create deepfakes of people and rhat they are not marked as generated with GenAI,29,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below);I'm interested in the study findings (please write your e-mail in the text box below),TRUE,TRUE
PRE00017,1,30.03.26 21:12,30.03.26 21:18,IP Address,100,361,True,30.03.26 21:18,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Creating diagrams or schematics",NA,Yes,NA,NA,NA,Information search and Q&A;Decision support / advice,NA,1Ð6 months,Weekly,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",Personal use / hobby,NA,Logos / icons / illustrations,NA,Moderate priority,5,Essential priority,7,Essential priority,7,Essential priority,7,High priority,6,Neutral,4,Knowing how to start;Time spent on multiple iterations;Others (please describe shortly),changes are not implemented,I write them entirely myself,NA,Neither agree nor disagree,4,"Composition (e.g., perspective, framing);Materials / textures;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included)",NA,Very difficult,6,4-6,NA,As a tool,NA,Agree,6,Agree,6,Slightly agree,5,Slightly disagree,3,Slightly agree,5,90,Joint discussion of goals and criteria,NA,creation of branding logos,it gave me options i have never thought about,text in the pictures,can handle long text in an image,40,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00125,2,05.03.26 23:58,06.03.26 00:03,IP Address,100,315,True,06.03.26 00:03,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Gesturing or acting things out;Creating diagrams or schematics;Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,More than 2 years,Daily,NA,NA,NA,ChatGPT (image generation);Adobe Firefly;Leonardo / Playground / similar tools,NA,No,Personal use / hobby;University / studies;Professional work;Creative projects (art/design);Social media content;Ideation / brainstorming,NA,"People / characters;Landscapes / environments;Products / mockups;Logos / icons / illustrations;Style experiments (e.g., Òin the style ofÉÓ);Scenes / storyboards /scenerios",NA,Essential priority,7,Moderate priority,5,Neutral,4,Somewhat priority,3,Moderate priority,5,Essential priority,7,Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,I write them entirely myself;I use prompts from online communities,NA,Strongly agree,7,Artistic or style references;Lighting / color;Camera or photography terms;Materials / textures,NA,Very difficult,6,4-6,NA,As a tool;As a creative partner,NA,Agree,6,Agree,6,Agree,6,Strongly disagree,1,Agree,6,100,I don't work with others,NA,I need to create images for employee's birthday celebration (internal culture team),"I put a specific picture of an employee onto AI, and require it to create a picture with birthday theme from that. They did it well","Sometimes, the theme is right, but the face has been changed different from the real face, so like a person got 6-7 fingers",I dont know whether putting others' faces onto these tools will pose any privacy threats to them in the long run,25,Female,No thanks.,TRUE,FALSE
PRE00048,1,03.03.26 13:57,03.03.26 14:08,IP Address,100,675,True,03.03.26 14:08,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling",NA,Yes,NA,NA,NA,Writing and editing text;Explaining complex concepts;Translation and language support,NA,1Ð6 months,Monthly,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",University / studies;Professional work,NA,Landscapes / environments,NA,High priority,6,Moderate priority,5,Moderate priority,5,High priority,6,Moderate priority,5,Essential priority,7,Controlling details;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Somewhat agree,5,"Composition (e.g., perspective, framing);Negative prompts (explicitly stating what should not be included)",NA,Somewhat easy,3,2-3,NA,As a tool,NA,Agree,6,Slightly agree,5,Agree,6,Agree,6,Neither agree nor disagree,4,80,I don't work with others,NA,When designing my apartment (deciding what furniture I buy),"Home design, change of scener in a existing picture, removing objects from existing picture",people sometimes look too perfect.,You're able to create anything and it can almost certainly never be distinguished from a real picture.,22,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00175,1,03.03.26 11:54,03.03.26 12:03,IP Address,100,509,True,03.03.26 12:03,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Creative writing or storytelling,NA,1Ð6 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",University / studies;Professional work,NA,"Products / mockups;Style experiments (e.g., Òin the style ofÉÓ)",NA,Somewhat priority,3,High priority,6,Essential priority,7,High priority,6,High priority,6,Moderate priority,5,Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Neither agree nor disagree,4,Lighting / color;Camera or photography terms;Materials / textures;Textelements to be displayed on the image,NA,Very difficult,6,More than 10,NA,As a co-author / collaborator,NA,Agree,6,Neither agree nor disagree,4,Slightly agree,5,Agree,6,Neither agree nor disagree,4,100,I don't work with others,NA,Masterarbeitschreiben,Showing skeches,If it should be realistic,data security,29,Female,No thanks.,TRUE,FALSE
PRE00038,2,05.03.26 23:37,05.03.26 23:45,IP Address,100,456,True,05.03.26 23:45,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Creative writing or storytelling,NA,1Ð2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,No,Personal use / hobby;Social media content,NA,Logos / icons / illustrations;Scenes / storyboards /scenerios,NA,Moderate priority,5,Moderate priority,5,High priority,6,Moderate priority,5,Moderate priority,5,High priority,6,Finding the right words;Controlling details;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Strongly disagree,1,Artistic or style references;Lighting / color;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included),NA,Somewhat difficult,5,2-3,NA,As a tool,NA,Agree,6,Strongly agree,7,Strongly agree,7,Disagree,2,Strongly disagree,1,100,I don't work with others,NA,Illustration for social media content,created an AI avatar for genAI VIdeo,The prompt is too vague,censorship,51,Male,No thanks.,TRUE,FALSE
PRE00179,1,03.03.26 07:04,03.03.26 07:07,IP Address,100,159,True,03.03.26 07:07,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling;Creating diagrams or schematics",NA,No,Writing and editing text;Paraphrasing or rephrasing text;Brainstorming ideas;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00131,1,03.03.26 11:57,03.03.26 12:05,IP Address,100,479,True,03.03.26 12:05,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling;Creating diagrams or schematics",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Creative writing or storytelling,NA,1Ð2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Midjourney;DALLáE,NA,No,Personal use / hobby;University / studies;Professional work;Ideation / brainstorming,NA,"People / characters;Logos / icons / illustrations;Photorealistic images;Style experiments (e.g., Òin the style ofÉÓ);Scenes / storyboards /scenerios",NA,Neutral,4,Moderate priority,5,Essential priority,7,High priority,6,High priority,6,Neutral,4,Unexpected or incorrect interpretations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Somewhat disagree,3,Artistic or style references;Camera or photography terms;Materials / textures;Textelements to be displayed on the image,NA,Neither easy nor difficult,4,2-3,NA,As a creative partner;As a co-author / collaborator,NA,Agree,6,Strongly agree,7,Slightly agree,5,Agree,6,Neither agree nor disagree,4,90,I don't work with others,NA,for creating presents,for logos,text in image,deep fakes,28,Female,No thanks.,TRUE,FALSE
PRE00055,1,26.02.26 13:16,26.02.26 13:23,IP Address,100,401,True,26.02.26 13:23,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling;Creating diagrams or schematics;Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,More than 2 years,Several times per week,NA,NA,NA,ChatGPT (image generation);DALLáE;Nano Banana,NA,"Yes, subscription-based",Personal use / hobby;University / studies;Professional work,NA,"People / characters;Landscapes / environments;Products / mockups;Photorealistic images;Style experiments (e.g., Òin the style ofÉÓ)",NA,High priority,6,Neutral,4,High priority,6,Moderate priority,5,Neutral,4,High priority,6,Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I use templates and adapt them;I ask another AI (e.g., ChatGPT) to generate prompts;I use prompts from online communities;A combination of the above",NA,Somewhat agree,5,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Camera or photography terms;Materials / textures;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included)",NA,Somewhat easy,3,2-3,NA,As a creative partner;As a co-author / collaborator,NA,Strongly agree,7,Agree,6,Agree,6,Agree,6,Neither agree nor disagree,4,20,"One person writes prompts, others evaluate;Joint prompt writing and iteration;Alternating prompt creation;Joint discussion of goals and criteria",NA,Pictures for pptx,Image for two target architect pictures in IT,Process flows and / or text heavy pictures for BPMN or CMMN,Data Protection --&gt; Gen AI Tools 4 work need to be audited and controlled by a company.,28,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below);I'm interested in the study findings (please write your e-mail in the text box below),TRUE,TRUE
PRE00152,1,26.02.26 22:55,26.02.26 23:05,IP Address,100,627,True,26.02.26 23:05,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling;Creating diagrams or schematics;Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice,NA,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Professional work,NA,People / characters;Logos / icons / illustrations,NA,Not a priority,1,High priority,6,Low priority,2,Moderate priority,5,Low priority,2,Moderate priority,5,Controlling details;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Somewhat agree,5,"Artistic or style references;Composition (e.g., perspective, framing);Negative prompts (explicitly stating what should not be included)",NA,Somewhat easy,3,2-3,NA,As a tool,NA,Slightly agree,5,Slightly agree,5,Slightly disagree,3,Agree,6,Neither agree nor disagree,4,100,I don't work with others,NA,Fun / to get a funny picture,Designe for a card,When I already have a very clear idea of what I want & I don't have the time/energy to explain it,Violation of personal space,28,Female,No thanks.,TRUE,FALSE
PRE00162,1,28.03.26 19:33,28.03.26 19:41,IP Address,100,445,True,28.03.26 19:41,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out",NA,Yes,NA,NA,NA,Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Decision support / advice;Creative writing or storytelling,NA,1Ð2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Nano Banana;Other,Gemini,"Yes, subscription-based",Personal use / hobby;Creative projects (art/design);Social media content;Ideation / brainstorming,NA,"Products / mockups;Logos / icons / illustrations;Photorealistic images;Style experiments (e.g., Òin the style ofÉÓ);Scenes / storyboards /scenerios",NA,High priority,6,High priority,6,Essential priority,7,Neutral,4,Moderate priority,5,Essential priority,7,Knowing how to start;Finding the right words,NA,A combination of the above,NA,Somewhat agree,5,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Textelements to be displayed on the image",NA,Somewhat difficult,5,7-10,NA,As a tool,NA,Slightly agree,5,Agree,6,Agree,6,Slightly agree,5,Slightly disagree,3,30,Joint prompt writing and iteration,NA,Creating music video covers,Creating music video covers,Trying until it's done,Copyright,35,Female,No thanks.,TRUE,FALSE
PRE00153,1,20.03.26 14:10,20.03.26 14:14,IP Address,100,204,True,20.03.26 14:14,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Writing a detailed description (e.g., notes, text messages)",NA,No,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00072,1,20.03.26 14:10,20.03.26 14:22,IP Address,100,730,True,20.03.26 14:22,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Writing a detailed description (e.g., notes, text messages);Googling",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Programming help (generation or explanation),NA,1Ð6 months,Weekly,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,"Yes, subscription-based",Personal use / hobby;University / studies;Ideation / brainstorming,NA,Products / mockups;Logos / icons / illustrations,NA,High priority,6,Neutral,4,High priority,6,Neutral,4,Neutral,4,High priority,6,Finding the right words;Controlling details,NA,"I use templates and adapt them;I ask another AI (e.g., ChatGPT) to generate prompts;I use prompts from online communities;A combination of the above",NA,Strongly agree,7,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Camera or photography terms;Materials / textures",NA,Somewhat difficult,5,2-3,NA,As a tool,NA,Agree,6,Slightly agree,5,Neither agree nor disagree,4,Neither agree nor disagree,4,Slightly disagree,3,80,Joint prompt writing and iteration,NA,To visualize a topic I am studying,Creating a chart about the process of increasing wealth through savings via ETF,When it does not meet the criteria which were given,the possibility to easily create photorealistic images,26,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00062,2,05.03.26 23:38,05.03.26 23:47,IP Address,100,555,True,05.03.26 23:47,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Writing a detailed description (e.g., notes, text messages);Using existing images (photos, illustrations, references)",NA,No,Information search and Q&A;Brainstorming ideas;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00151,1,20.03.26 14:11,20.03.26 14:18,IP Address,100,455,True,20.03.26 14:18,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Writing a detailed description (e.g., notes, text messages);Using existing images (photos, illustrations, references);Creating diagrams or schematics",NA,Yes,NA,NA,NA,Programming help (generation or explanation),NA,Less than 1 month,Monthly,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",University / studies;Professional work,NA,Photorealistic images,NA,Essential priority,7,Moderate priority,5,Essential priority,7,High priority,6,High priority,6,Essential priority,7,Controlling details,NA,I write them entirely myself,NA,Strongly agree,7,"Composition (e.g., perspective, framing)",NA,Somewhat easy,3,4-6,NA,As a tool,NA,Agree,6,Strongly agree,7,Agree,6,Slightly disagree,3,Slightly agree,5,100,I don't work with others,NA,x,NA,NA,Nothing,33,Female,No thanks.,TRUE,FALSE
PRE00123,2,05.03.26 23:41,05.03.26 23:53,IP Address,100,690,True,05.03.26 23:53,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Writing a detailed description (e.g., notes, text messages);Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Programming help (generation or explanation),NA,1Ð6 months,Less often,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,"Yes, subscription-based",Personal use / hobby,NA,Logos / icons / illustrations,NA,Essential priority,7,Moderate priority,5,Essential priority,7,Neutral,4,Moderate priority,5,High priority,6,Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Somewhat agree,5,Materials / textures,NA,Neither easy nor difficult,4,2-3,NA,As a tool,NA,Agree,6,Disagree,2,Slightly agree,5,Disagree,2,Neither agree nor disagree,4,40,Joint discussion of goals and criteria,NA,Mainly for merging an existing diagram and updating,a base station handoff presentation in 5G,when it gets the first intention wrong,speed of generation in easy tasks,32,Male,No thanks.,TRUE,FALSE
PRE00180,1,13.03.26 16:57,14.03.26 21:55,IP Address,100,104247,True,14.03.26 21:55,anonymous,EN,1,"Yes, I agree to participate",Gesturing or acting things out,NA,No,Paraphrasing or rephrasing text;Summarizing content;Translation and language support,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00101,1,27.02.26 12:17,27.02.26 12:26,IP Address,100,534,True,27.02.26 12:26,anonymous,EN,1,"Yes, I agree to participate",Gesturing or acting things out,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Decision support / advice;Creative writing or storytelling,NA,1Ð6 months,Daily,NA,NA,NA,ChatGPT (image generation),NA,"Yes, occasionally",Personal use / hobby;University / studies;Professional work;Creative projects (art/design),NA,"People / characters;Products / mockups;Style experiments (e.g., Òin the style ofÉÓ)",NA,Somewhat priority,3,High priority,6,Moderate priority,5,Somewhat priority,3,Moderate priority,5,Moderate priority,5,Finding the right words;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Agree,6,Artistic or style references;Lighting / color;Camera or photography terms;Materials / textures,NA,Neither easy nor difficult,4,2-3,NA,As a creative partner,NA,Agree,6,Strongly agree,7,Strongly agree,7,Slightly disagree,3,Agree,6,10,"One person writes prompts, others evaluate;Joint discussion of goals and criteria",NA,I used it for decorating my home,So I had chat gpt paint the walls a certain color to see if I like that in the space,It added extra things to the picture or changed the crown molding,Nothing,30,Female,I'm interested in the study findings (please write your e-mail in the text box below);No thanks.,TRUE,FALSE
PRE00186,1,27.02.26 14:24,27.02.26 14:30,IP Address,100,350,True,27.02.26 14:30,anonymous,EN,1,"Yes, I agree to participate",Gesturing or acting things out,NA,Yes,NA,NA,NA,Paraphrasing or rephrasing text,NA,1Ð2 years,"I no longer use it. If so, why?",I do not need it,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",Professional work;Creative projects (art/design),NA,People / characters;Photorealistic images;Scenes / storyboards /scenerios,NA,High priority,6,Somewhat priority,3,High priority,6,High priority,6,Somewhat priority,3,Essential priority,7,Maintaining consistency across images,NA,"I ask another AI (e.g., ChatGPT) to generate prompts",NA,Somewhat disagree,3,"Composition (e.g., perspective, framing)",NA,Somewhat difficult,5,7-10,NA,As a co-author / collaborator,NA,Slightly agree,5,Neither agree nor disagree,4,Agree,6,Agree,6,Slightly disagree,3,10,"One person writes prompts, others evaluate",NA,Work when i had to create a slide deck,In a school project,Several times when it was not acccurate at all,yes it is not always accurate,25,Female,No thanks.,TRUE,FALSE
PRE00132,1,20.03.26 14:10,20.03.26 14:19,IP Address,100,549,True,20.03.26 14:19,anonymous,EN,1,"Yes, I agree to participate",Googling,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Programming help (generation or explanation);Decision support / advice,NA,More than 2 years,Less often,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby,NA,People / characters;Scenes / storyboards /scenerios,NA,Essential priority,7,Essential priority,7,Essential priority,7,Essential priority,7,Neutral,4,Neutral,4,Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts;A combination of the above",NA,Strongly agree,7,Negative prompts (explicitly stating what should not be included),NA,Somewhat easy,3,2-3,NA,As a tool,NA,Strongly agree,7,Strongly agree,7,Strongly agree,7,Strongly disagree,1,Agree,6,100,Alternating prompt creation;Joint discussion of goals and criteria,NA,Mocking colleagues,Mocking colleagues,NA,how easy it is to use photos (real ones) and insert or adapt it leading to fake information,25,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00022,2,05.03.26 23:39,05.03.26 23:45,IP Address,100,374,True,05.03.26 23:45,anonymous,EN,1,"Yes, I agree to participate",Googling,NA,Yes,NA,NA,NA,Paraphrasing or rephrasing text;Creative writing or storytelling,NA,7Ð12 months,Weekly,NA,NA,NA,ChatGPT (image generation),NA,"Yes, occasionally",Personal use / hobby;Social media content,NA,Products / mockups,NA,Moderate priority,5,Moderate priority,5,Moderate priority,5,Moderate priority,5,Moderate priority,5,Moderate priority,5,Controlling details;Unexpected or incorrect interpretations,NA,"I use templates and adapt them;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Somewhat agree,5,"Composition (e.g., perspective, framing);Materials / textures",NA,Somewhat easy,3,4-6,NA,As a tool;As a creative partner,NA,Agree,6,Agree,6,Agree,6,Disagree,2,Slightly agree,5,30,I don't work with others,NA,Creating artwork for printing on musical instruments,I wanted an image that could be transferred onto a guitar but it needed to fit the contours of the guitar body rather than a 2d image,When I donÕt input correct parameters,Nothing,52,Male,No thanks.,TRUE,FALSE
PRE00003,1,26.02.26 18:33,26.02.26 18:37,IP Address,100,209,True,26.02.26 18:37,anonymous,EN,1,"Yes, I agree to participate",Googling;Other (please specify):,NA,No,Writing and editing text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
